2 3 2 2 3 2 2 3 2 2 3 2 3 24 18 3 24 18 3 24 18 3 24 18
1 1 0 1 1 0 1 1 0 1 1 0 2 39 1 2 39 1 2 39 1 2 39 1
2 1 0 2 1 0 2 1 0 2 1 0 3 26 17 3 26 17 3 26 17 3 26 17
2 1 0 2 1 0 2 1 0 2 1 0 3 26 13 3 26 13 3 26 13 3 26 13
2 1 0 2 1 0 2 1 0 2 1 0 3 26 13 3 26 13 3 26 13 3 26 13
2 1 0 2 1 0 2 1 0 2 1 0 3 26 18 3 26 18 3 26 18 3 26 18
1 1 0 1 1 0 1 1 0 1 1 0 2 39 3 2 39 3 2 39 3 2 39 3
1 1 0 1 1 0 1 1 0 1 1 0 2 39 13 2 39 13 2 39 13 2 39 13
1 1 0 1 1 0 1 1 0 1 1 0 2 39 23 2 39 23 2 39 23 2 39 23
1 1 0 1 1 0 1 1 0 1 1 0 2 39 33 2 39 33 2 39 33 2 39 33
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
1 1 0 1 1 0 0 0 0 0 0 0 2 39 31 2 39 31 1 80 0 1 80 0
1 1 0 1 1 0 0 0 0 0 0 0 2 39 21 2 39 21 1 80 0 1 80 0
1 1 0 1 1 0 0 0 0 0 0 0 2 39 11 2 39 11 1 80 0 1 80 0
2 1 0 2 1 0 1 1 0 1 1 0 3 26 13 3 26 13 2 39 30 2 39 30
2 1 0 2 1 0 1 1 0 1 1 0 3 26 5 3 26 5 2 39 20 2 39 20
2 1 0 2 1 0 1 1 0 1 1 0 3 26 3 3 26 3 2 39 10 2 39 10
2 1 0 2 1 0 1 1 0 1 1 0 3 26 11 3 26 11 2 39 0 2 39 0
2 1 0 2 1 0 1 1 0 1 1 0 3 26 19 3 26 19 2 39 9 2 39 9
3 1 0 3 1 0 3 1 0 3 1 0 4 19 19 4 19 19 4 19 19 4 19 19
3 1 0 3 1 0 3 1 0 3 1 0 4 19 18 4 19 18 4 19 18 4 19 18
3 1 0 3 1 0 3 1 0 3 1 0 3 25 19 3 25 19 3 25 19 3 25 19
2 1 0 2 1 0 2 1 0 2 1 0 3 26 17 3 26 17 3 26 17 3 26 17
2 1 0 2 1 0 2 1 0 2 1 0 3 26 17 3 26 17 3 26 17 3 26 17
2 1 0 2 1 0 2 1 0 2 1 0 3 26 21 3 26 21 3 26 21 3 26 21
2 1 0 2 1 0 2 1 0 2 1 0 3 26 27 3 26 27 3 26 27 3 26 27
2 1 0 2 1 0 2 1 0 2 1 0 3 26 34 3 26 34 3 26 34 3 26 34
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
1 1 0 1 1 0 1 1 0 1 1 0 1 79 0 1 79 0 1 79 0 1 79 0
2 1 0 2 1 0 2 1 0 2 1 0 3 26 30 3 26 30 3 26 30 3 26 30
2 1 0 2 1 0 2 1 0 2 1 0 3 26 23 3 26 23 3 26 23 3 26 23
3 1 0 3 1 0 3 1 0 3 1 0 4 19 17 4 19 17 4 19 17 4 19 17
3 1 0 3 1 0 3 1 0 3 1 0 4 19 12 4 19 12 4 19 12 4 19 12
3 1 0 3 1 0 3 1 0 3 1 0 4 19 9 4 19 9 4 19 9 4 19 9
5 1 0 5 1 0 4 1 0 4 1 0 6 12 9 6 12 9 5 15 8 5 15 8
5 1 0 5 1 0 4 1 0 4 1 0 6 12 8 6 12 8 5 15 8 5 15 8
5 1 0 5 1 0 4 1 0 4 1 0 6 12 10 6 12 10 5 15 10 5 15 10
4 1 0 4 1 0 3 1 0 3 1 0 5 15 8 5 15 8 4 19 7 4 19 7
4 1 0 4 1 0 3 1 0 3 1 0 5 15 10 5 15 10 4 19 9 4 19 9
3 1 0 3 1 0 2 1 0 2 1 0 4 19 10 4 19 10 3 26 4 3 26 4
3 1 0 3 1 0 2 1 0 2 1 0 4 19 14 4 19 14 3 26 12 3 26 12
3 1 0 3 1 0 2 1 0 2 1 0 4 19 20 4 19 20 3 26 20 3 26 20
1 1 0 1 1 0 1 1 0 1 1 0 2 39 22 2 39 22 2 39 22 2 39 22
1 1 0 1 1 0 1 1 0 1 1 0 2 39 32 2 39 32 2 39 32 2 39 32
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
0 0 0 0 0 0 0 0 0 0 0 0 1 80 0 1 80 0 1 80 0 1 80 0
