11 6323 15 12537 4 497 6 2159 12 14682 19 21802 19 30 36 43 2070 17384 53442 56686 22 38 46 67 12449 45693 55956 82660
9 4229 12 10757 4 444 6 1403 11 11527 17 19483 13 28 32 40 1275 9149 29640 53598 18 37 44 62 12046 32687 49800 74043
10 4670 13 10584 5 586 7 1403 11 11816 17 19377 16 28 32 40 1879 9842 29640 53598 18 37 44 62 10370 32687 49800 74043
9 3628 11 8111 4 503 6 1092 10 10415 13 15419 13 23 30 35 1218 8599 28988 42830 15 31 38 49 8415 24060 40429 59331
9 3674 10 7291 6 586 6 1365 10 10404 12 14011 13 23 30 35 1169 8599 28988 42830 15 24 37 49 8472 18433 26235 54815
10 3986 11 8103 6 659 6 1517 10 10554 13 15404 13 28 32 36 1554 8997 28988 42830 15 24 44 53 8472 23753 36164 64127
9 3286 12 8262 7 691 7 1781 9 9126 13 15896 13 23 31 36 1554 4048 20988 31441 15 25 44 52 8415 22350 36642 66130
9 2820 11 7866 7 659 7 1653 9 8417 13 15847 13 18 31 36 1287 3157 12076 27666 14 22 44 52 7929 16899 36642 66130
10 3651 12 8201 7 682 7 1887 10 10196 14 15817 13 28 33 37 1461 8404 20988 39579 15 25 44 52 8322 16899 36642 66130
9 3690 10 6841 6 651 7 1781 9 10218 12 13040 13 20 33 37 1344 8404 20988 39579 14 23 42 50 7809 15154 25429 59992
9 3276 10 6655 6 576 6 1636 9 9831 12 13075 11 19 33 37 1195 8285 12304 38277 14 22 42 50 7748 15154 25429 59992
10 4219 11 8059 6 606 6 1664 11 11374 15 16376 12 31 36 41 1566 9129 20988 54241 14 38 50 56 7334 16895 57583 66649
10 4593 11 8146 6 561 5 1277 11 11756 15 16791 12 31 36 41 1827 11647 26926 54241 12 38 50 56 6583 22436 57583 66649
10 5889 11 6912 6 595 5 1277 12 14285 14 15254 12 31 39 42 1827 12393 54234 57089 12 29 42 56 5646 13303 40968 66649
10 5859 11 6653 6 595 5 1383 11 13893 14 14644 12 31 39 40 1873 12393 52256 54388 12 28 37 59 4626 13303 27582 68934
10 5897 12 7884 6 685 6 1527 11 13873 15 16643 12 31 39 40 2041 12393 52256 54388 15 29 42 60 5361 19121 44083 72154
9 5008 11 7864 6 685 6 1383 11 12759 14 16661 12 27 34 40 1571 10722 32921 54388 13 29 38 60 5014 19121 44083 72154
10 4973 12 8999 6 717 6 1383 11 12745 15 17867 12 29 34 40 1658 10722 32921 54388 15 29 50 60 6694 27458 59742 72154
12 5957 15 11407 8 858 9 2558 12 14131 17 19757 16 31 39 45 2115 12393 52257 57089 21 36 58 62 9412 43084 59742 72154
11 5305 14 10725 8 829 8 2008 10 13037 15 18103 15 27 31 39 2039 10138 32921 57089 21 36 45 58 9629 41472 52126 63991
11 4885 14 10806 8 804 8 2247 10 12729 14 17778 14 27 31 39 1658 8695 32921 57089 20 35 45 58 11802 41472 52126 63991
11 4227 14 11400 8 813 9 2597 11 11523 15 17842 14 27 31 44 1596 8144 13358 55900 19 36 50 58 14836 41472 52126 63991
9 3022 12 9845 6 735 7 1779 10 9676 14 16340 12 22 28 39 1337 7406 8617 32833 15 35 45 53 11279 40928 46038 58922
